bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin,Pc1,Pc2,Qc1min,Qc1max,Qc2min,Qc2max,ramp_agc,ramp_10,ramp_30,ramp_q,apf,mu_Pmax,mu_Pmin,mu_Qmax,mu_Qmin
2028830.0,6.67,0.0,0.0,0.0,0.9995,7.35,1.0,6.67,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0
2028831.0,60.5,30.79,30.79,-6.72,1.04,88.27,1.0,60.5,26.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.25,0.0,60.5,0.0,0.0,0.0,0.0
2028833.0,55.5,0.0,0.0,0.0,1.04,61.6,1.0,55.5,11.577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.5,0.0,0.0,0.0,0.0
2028834.0,0.0,0.0,0.0,0.0,1.04,28.97,0.0,26.0,12.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
2028835.0,0.0,0.0,4.53,-0.99,1.038,9.38,0.0,8.9,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,0.0,8.9,0.0,0.0,0.0,0.0
2028835.0,24.9,4.26,12.67,-2.76,1.038,27.5,1.0,24.9,10.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.45,0.0,24.9,0.0,0.0,0.0,0.0
2028835.0,24.9,4.26,12.67,-2.76,1.038,28.13,1.0,24.9,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.45,0.0,24.9,0.0,0.0,0.0,0.0
2028837.0,0.0,0.0,5.6,-1.22,1.0073,13.82,0.0,11.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,11.0,0.0,0.0,0.0,0.0
2028837.0,11.0,5.6,5.6,-1.22,1.0073,13.05,1.0,11.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,11.0,0.0,0.0,0.0,0.0
2028838.0,11.0,5.6,5.6,-1.22,1.0103,11.29,1.0,11.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,11.0,0.0,0.0,0.0,0.0
2028839.0,62.02,0.0,0.0,0.0,1.04,118.54,1.0,92.0,20.807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0
2028844.0,186.33,-20.68,94.84,-20.68,1.0235,188.02,1.0,186.33,28.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.17,0.0,186.33,0.0,0.0,0.0,0.0
2028845.0,186.33,-20.68,94.84,-20.68,1.0223,214.41,1.0,186.33,90.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.17,0.0,186.333,0.0,0.0,0.0,0.0
2028846.0,186.33,-20.68,94.84,-20.68,1.0232,235.43,1.0,186.33,70.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.17,0.0,186.333,0.0,0.0,0.0,0.0
2028850.0,213.0,-23.64,108.42,-23.64,1.0238,237.49,1.0,213.0,43.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.42,0.0,213.0,0.0,0.0,0.0,0.0
2028851.0,213.0,-23.64,108.42,-23.64,1.0234,317.5,1.0,213.0,79.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.42,0.0,213.0,0.0,0.0,0.0,0.0
2028852.0,213.0,-23.64,108.42,-23.64,1.0232,265.12,1.0,213.0,93.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.42,0.0,213.0,0.0,0.0,0.0,0.0
2028853.0,0.0,0.0,108.42,-23.64,1.0252,223.79,0.0,213.0,95.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.42,0.0,213.0,0.0,0.0,0.0,0.0
2028854.0,20.0,-2.22,10.18,-2.22,1.0248,20.0,1.0,20.0,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0
2028855.0,18.0,9.16,9.16,-2.0,1.0192,18.0,1.0,18.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,18.0,0.0,0.0,0.0,0.0
2028856.0,49.9,25.4,25.4,-5.54,1.0365,58.45,1.0,49.9,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.95,0.0,49.9,0.0,0.0,0.0,0.0
2028858.0,6.15,0.0,0.0,0.0,1.0192,13.71,1.0,11.5,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0
2028858.0,31.53,0.0,0.0,0.0,1.0192,51.27,1.0,35.8,12.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.8,0.0,0.0,0.0,0.0
2028859.0,0.0,0.0,1.7,-1.15,1.0192,11.96,0.0,8.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
2028859.0,0.0,0.0,4.26,-2.88,1.0192,20.0,0.0,20.0,3.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
2028859.0,0.0,0.0,10.44,-7.06,1.0192,49.0,0.0,49.0,15.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0
2028862.0,6.33,3.03,3.03,-0.39,1.0138,8.13,1.0,7.9,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0
2028863.0,18.72,9.18,9.18,-1.17,1.0153,33.13,1.0,23.9,4.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,0.0,0.0,0.0,0.0
2028865.0,54.93,26.52,26.52,-3.38,1.0225,86.73,1.0,69.05,7.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.05,0.0,0.0,0.0,0.0
2028866.0,0.0,0.0,26.52,-3.38,1.0132,69.51,0.0,69.05,11.624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.05,0.0,0.0,0.0,0.0
2028867.0,48.47,26.52,26.52,-3.38,1.0174,82.87,1.0,69.05,25.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.05,0.0,0.0,0.0,0.0
2028868.0,47.61,26.52,26.52,-3.38,1.0206,86.6,1.0,69.05,20.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.05,0.0,0.0,0.0,0.0
2028869.0,69.0,0.0,0.0,0.0,1.04,117.32,1.0,92.0,14.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0
2028871.0,24.5,11.86,12.47,-2.72,1.0118,29.03,1.0,24.5,4.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25,0.0,24.5,0.0,0.0,0.0,0.0
2028872.0,24.5,11.86,12.47,-2.72,1.0118,24.5,1.0,24.5,9.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25,0.0,24.5,0.0,0.0,0.0,0.0
2028874.0,49.2,25.04,25.04,-5.46,1.0192,72.83,1.0,49.2,11.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,0.0,49.2,0.0,0.0,0.0,0.0
2028877.0,45.83,0.0,0.0,0.0,1.04,60.75,1.0,51.7,19.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.7,0.0,0.0,0.0,0.0
2028877.0,43.32,0.0,0.0,0.0,1.04,56.09,1.0,51.7,10.977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.7,0.0,0.0,0.0,0.0
2028877.0,48.14,0.0,0.0,0.0,1.04,66.07,1.0,51.7,18.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.7,0.0,0.0,0.0,0.0
2028885.0,197.0,-21.87,100.27,-21.87,1.0372,227.64,1.0,197.0,59.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.5,0.0,197.0,0.0,0.0,0.0,0.0
2028886.0,197.0,-21.87,100.27,-21.87,1.0371,280.33,1.0,197.0,71.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.5,0.0,197.0,0.0,0.0,0.0,0.0
2028887.0,197.0,-21.87,100.27,-21.87,1.0361,269.12,1.0,197.0,74.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.5,0.0,197.0,0.0,0.0,0.0,0.0
2028890.0,133.0,0.0,0.0,0.0,1.03,166.66,1.0,133.0,56.643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0
2028893.0,14.49,0.0,0.0,0.0,1.0382,25.5,1.0,21.0,6.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
2028893.0,12.7,0.0,0.0,0.0,1.0382,26.11,1.0,18.1,8.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,0.0,0.0,0.0,0.0
2028896.0,10.9,4.19,4.19,-0.53,1.0332,11.66,1.0,10.9,5.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,0.0,0.0,0.0
2028897.0,0.0,0.0,4.19,-0.53,1.0157,12.19,0.0,10.9,1.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,0.0,0.0,0.0
2028898.0,10.9,4.19,4.19,-0.53,1.0226,10.93,1.0,10.9,1.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,0.0,0.0,0.0
2028901.0,49.0,-5.44,24.94,-5.44,1.0174,68.1,1.0,49.0,19.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,49.0,0.0,0.0,0.0,0.0
2028902.0,0.0,0.0,0.0,0.0,1.0192,58.12,0.0,47.5,21.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,0.0,0.0,0.0,0.0
2028906.0,265.4,-38.22,56.53,-38.22,0.9913,265.65,1.0,265.4,45.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.4,0.0,0.0,0.0,0.0
2028907.0,12.8,6.52,6.52,-1.42,1.04,12.97,1.0,12.8,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,12.8,0.0,0.0,0.0,0.0
2028908.0,0.0,0.0,6.52,-1.42,1.0177,12.8,0.0,12.8,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,12.8,0.0,0.0,0.0,0.0
2028908.0,0.0,0.0,10.26,-2.24,1.0177,20.19,0.0,20.15,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.07,0.0,20.15,0.0,0.0,0.0,0.0
2028908.0,20.15,-2.24,10.26,-2.24,1.0177,20.6,1.0,20.15,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.07,0.0,20.15,0.0,0.0,0.0,0.0
2028913.0,0.0,0.0,0.0,0.0,1.03,183.09,0.0,147.4,66.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.4,0.0,0.0,0.0,0.0
2028915.0,7.81,-0.48,3.76,-0.48,1.0216,12.62,1.0,9.8,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0
2028915.0,9.8,-0.48,3.76,-0.48,1.0216,10.08,1.0,9.8,4.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0
2028915.0,0.0,0.0,6.34,-0.81,1.0216,16.51,0.0,16.5,5.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0
2028915.0,7.8,-0.81,6.34,-0.81,1.0216,18.18,1.0,16.5,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0
2028918.0,25.4,-3.66,5.41,-3.66,0.9929,35.78,1.0,25.4,12.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,0.0,0.0,0.0,0.0
2028918.0,0.0,0.0,4.05,-2.74,0.9929,20.82,0.0,19.0,5.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0
2028919.0,55.34,-6.14,28.17,-6.14,1.0192,70.47,1.0,55.34,14.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.67,0.0,55.34,0.0,0.0,0.0,0.0
2028919.0,55.34,-6.14,28.17,-6.14,1.0192,83.01,1.0,55.34,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.67,0.0,55.34,0.0,0.0,0.0,0.0
2028919.0,55.34,-6.14,28.17,-6.14,1.0192,74.69,1.0,55.34,17.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.67,0.0,55.34,0.0,0.0,0.0,0.0
2028919.0,55.34,-6.14,28.17,-6.14,1.0192,76.1,1.0,55.34,20.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.67,0.0,55.34,0.0,0.0,0.0,0.0
2028919.0,55.34,-6.14,28.17,-6.14,1.0192,55.34,1.0,55.34,19.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.67,0.0,55.34,0.0,0.0,0.0,0.0
2028919.0,81.6,-9.06,41.53,-9.06,1.0192,110.95,1.0,81.6,20.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8,0.0,81.6,0.0,0.0,0.0,0.0
2028926.0,0.0,0.0,25.4,-5.54,0.9966,61.53,0.0,49.9,24.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.95,0.0,49.9,0.0,0.0,0.0,0.0
2028926.0,49.9,-5.54,25.4,-5.54,0.9966,54.32,1.0,49.9,24.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.95,0.0,49.9,0.0,0.0,0.0,0.0
2028927.0,49.9,25.4,25.4,-5.54,1.0081,49.9,1.0,49.9,11.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.95,0.0,49.9,0.0,0.0,0.0,0.0
2028928.0,9.33,4.75,4.75,-1.04,1.0179,10.47,1.0,9.33,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0.0,9.3333,0.0,0.0,0.0,0.0
2028928.0,18.37,4.85,9.35,-2.04,1.0179,18.6,1.0,18.37,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.19,0.0,18.37,0.0,0.0,0.0,0.0
2028928.0,18.37,4.85,9.35,-2.04,1.0179,23.13,1.0,18.37,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.19,0.0,18.37,0.0,0.0,0.0,0.0
2028928.0,18.37,4.85,9.35,-2.04,1.0179,20.15,1.0,18.37,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.19,0.0,18.3667,0.0,0.0,0.0,0.0
2028929.0,9.33,4.75,4.75,-1.04,0.9869,9.33,1.0,9.33,3.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0.0,9.3333,0.0,0.0,0.0,0.0
2028930.0,9.33,4.75,4.75,-1.04,0.9869,13.26,1.0,9.33,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0.0,9.3333,0.0,0.0,0.0,0.0
2028934.0,34.0,17.31,17.31,-3.77,1.0435,45.82,1.0,34.0,10.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,34.0,0.0,0.0,0.0,0.0
2028935.0,49.74,0.0,0.0,0.0,1.04,93.13,1.0,66.633,30.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.6333,0.0,0.0,0.0,0.0
2028935.0,66.63,0.0,0.0,0.0,1.04,89.69,1.0,66.633,11.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.6333,0.0,0.0,0.0,0.0
2028935.0,0.0,0.0,0.0,0.0,1.04,89.51,0.0,66.633,20.819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.6333,0.0,0.0,0.0,0.0
2028938.0,0.0,0.0,5.7,-1.24,1.0131,14.09,0.0,11.2,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,11.2,0.0,0.0,0.0,0.0
2028939.0,11.2,5.7,5.7,-1.24,1.0205,11.2,1.0,11.2,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,11.2,0.0,0.0,0.0,0.0
2028941.0,0.0,0.0,5.7,-1.24,1.0123,14.29,0.0,11.2,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,11.2,0.0,0.0,0.0,0.0
2028942.0,11.2,5.7,5.7,-1.24,1.0586,15.62,1.0,11.2,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,11.2,0.0,0.0,0.0,0.0
2028946.0,49.8,25.35,25.35,-5.53,1.0604,49.8,1.0,49.8,10.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,0.0,49.8,0.0,0.0,0.0,0.0
2028948.0,0.0,0.0,0.0,0.0,1.0192,21.83,0.0,19.8,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,0.0,0.0,0.0
2028948.0,17.7,0.0,0.0,0.0,1.0192,20.09,1.0,19.8,4.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,0.0,0.0,0.0
2028951.0,74.5,0.0,0.0,0.0,1.0064,161.81,1.0,125.0,43.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0
2028952.0,0.0,0.0,0.0,0.0,1.044,150.51,0.0,125.0,36.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0
2028953.0,0.0,0.0,0.0,0.0,1.0391,31.03,0.0,21.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
2028957.0,0.0,0.0,5.09,-1.11,1.0192,13.41,0.0,10.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0
2028957.0,0.0,0.0,5.09,-1.11,1.0192,11.21,0.0,10.0,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0
2028957.0,0.0,0.0,5.09,-1.11,1.0192,12.52,0.0,10.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0
2028957.0,0.0,0.0,5.09,-1.11,1.0192,10.42,0.0,10.0,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0
2028961.0,15.24,0.0,0.0,0.0,1.005,30.0,1.0,30.0,6.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
2028962.0,14.84,0.0,0.0,0.0,1.0012,20.27,1.0,20.0,5.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
2028963.0,10.1,0.0,0.0,0.0,1.0014,17.44,1.0,13.8,4.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,0.0,0.0,0.0,0.0
2028963.0,6.93,0.0,0.0,0.0,1.0014,11.64,1.0,10.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
2028969.0,10.9,0.0,0.0,0.0,1.0321,12.71,1.0,10.9,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,0.0,0.0,0.0
2028970.0,8.75,0.0,0.0,0.0,1.0321,13.77,1.0,13.333,2.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3333,0.0,0.0,0.0,0.0
2028972.0,12.68,0.0,0.0,0.0,1.0221,20.0,1.0,20.0,3.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
2028972.0,13.33,0.0,0.0,0.0,1.0221,16.76,1.0,13.33,4.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0
2028973.0,13.33,0.0,0.0,0.0,1.0218,18.4,1.0,13.33,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0
2028973.0,12.3,0.0,0.0,0.0,1.0218,13.55,1.0,13.333,2.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3333,0.0,0.0,0.0,0.0
2028974.0,0.0,0.0,0.0,0.0,1.032,18.55,0.0,13.333,1.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3333,0.0,0.0,0.0,0.0
2028975.0,10.35,0.0,0.0,0.0,1.0321,13.53,1.0,13.33,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0
2028978.0,72.0,36.65,36.65,-7.99,1.0192,89.43,1.0,72.0,22.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,72.0,0.0,0.0,0.0,0.0
2028978.0,0.0,0.0,36.65,-7.99,1.0192,99.21,0.0,72.0,21.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,72.0,0.0,0.0,0.0,0.0
2028980.0,14.13,8.06,8.06,-1.03,1.0192,21.49,1.0,21.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
2028980.0,16.88,8.06,8.06,-1.03,1.0192,26.28,1.0,21.0,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
2028982.0,0.0,0.0,0.0,0.0,1.0387,46.39,0.0,35.8,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.8,0.0,0.0,0.0,0.0
2028984.0,49.8,25.35,25.35,-5.53,1.0061,60.07,1.0,49.8,24.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,0.0,49.8,0.0,0.0,0.0,0.0
2028987.0,33.7,0.0,0.0,0.0,1.0383,75.73,1.0,58.3,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.3,0.0,0.0,0.0,0.0
2028991.0,28.74,-1.47,11.52,-1.47,1.0415,33.39,1.0,30.0,13.997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
2028991.0,23.98,-1.47,11.52,-1.47,1.0415,30.0,1.0,30.0,11.841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
2028992.0,24.48,-1.47,11.52,-1.47,1.041,34.6,1.0,30.0,10.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
2028992.0,30.0,-1.47,11.52,-1.47,1.041,44.58,1.0,30.0,13.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
2028994.0,23.1,11.76,11.76,-2.56,1.0508,34.01,1.0,23.1,10.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.55,0.0,23.1,0.0,0.0,0.0,0.0
2028994.0,23.1,11.76,11.76,-2.56,1.0508,25.81,1.0,23.1,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.55,0.0,23.1,0.0,0.0,0.0,0.0
2028995.0,23.1,11.76,11.76,-2.56,1.0472,31.59,1.0,23.1,5.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.55,0.0,23.1,0.0,0.0,0.0,0.0
2028995.0,23.1,11.76,11.76,-2.56,1.0472,23.15,1.0,23.1,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.55,0.0,23.1,0.0,0.0,0.0,0.0
2029000.0,49.0,22.54,24.94,-5.44,1.0168,57.52,1.0,49.0,20.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,49.0,0.0,0.0,0.0,0.0
2029001.0,49.0,11.27,24.94,-5.44,1.0125,52.32,1.0,49.0,19.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,49.0,0.0,0.0,0.0,0.0
2029001.0,49.0,11.27,24.94,-5.44,1.0125,61.17,1.0,49.0,15.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,49.0,0.0,0.0,0.0,0.0
2029002.0,49.0,22.54,24.94,-5.44,1.0124,50.02,1.0,49.0,23.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,49.0,0.0,0.0,0.0,0.0
2029004.0,49.9,-5.54,25.4,-5.54,1.0158,51.1,1.0,49.9,20.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.95,0.0,49.9,0.0,0.0,0.0,0.0
2029006.0,11.2,5.7,5.7,-1.24,1.0398,15.14,1.0,11.2,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,11.2,0.0,0.0,0.0,0.0
2029006.0,11.2,5.7,5.7,-1.24,1.0398,11.39,1.0,11.2,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,11.2,0.0,0.0,0.0,0.0
2029007.0,11.2,5.7,5.7,-1.24,1.0444,11.9,1.0,11.2,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,11.2,0.0,0.0,0.0,0.0
2029007.0,11.2,5.7,5.7,-1.24,1.0444,12.51,1.0,11.2,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,11.2,0.0,0.0,0.0,0.0
2029010.0,0.0,0.0,30.79,-6.72,1.0373,75.24,0.0,60.5,14.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.25,0.0,60.5,0.0,0.0,0.0,0.0
2029011.0,60.5,-6.72,30.79,-6.72,1.0354,67.87,1.0,60.5,24.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.25,0.0,60.5,0.0,0.0,0.0,0.0
